tipo_temario,termino_ingles,estado_temario,confianza,codigo_HM,termino_semilla,semantica,motivo,decision
SYNDROME,Paget Disease,ok,ninguna,,,,,
SYNDROME,Panniculitis,ok,ninguna,,,,,
SYNDROME,Paradoxical Vocal Cord Motion,ok,ninguna,,,,,
SYNDROME,Paranasal Sinusitis,ok,ninguna,,,,,
SYNDROME,Paraparesis,ok,ninguna,,,,,
SYNDROME,Parkinson's Disease,revisar,ninguna,,,,,
SYNDROME,Paroxysmal,ok,ninguna,,,,,
SYNDROME,"Paroxysmal Flushing, Blanching",revisar,ninguna,,,,,
SYNDROME,Paroxysmal Supraventricular (Atrial),ok,ninguna,,,,,
SYNDROME,Partial Seizures,ok,ninguna,,,,,
SYNDROME,Patients with Red Eye,revisar,ninguna,,,,,
SYNDROME,"Patients with Red Eye, and Plate 17",ok,ninguna,,,,,
SYNDROME,"Patients with Red Eye, Keratoconjunctivitis sicca",ok,ninguna,,,,,
SYNDROME,Pericardial Tamponade,ok,ninguna,,,,,
SYNDROME,Periorbital Abscess,ok,ninguna,,,,,
SYNDROME,Peripheral Neuropathy,ok,ninguna,,,,,
SYNDROME,Pleural Effusion,ok,ninguna,,,,,
SYNDROME,Pleuritis and Pleurisy,ok,ninguna,,,,,
SYNDROME,Pneumonia,ok,ninguna,,,,,
SYNDROME,Pneumothorax,ok,ninguna,,,,,
SYNDROME,Poliomyelitis and West Nile,ok,ninguna,,,,,
SYNDROME,Polymyalgia Rheumatica,ok,ninguna,,,,,
SYNDROME,Posterior Column Disease,ok,ninguna,,,,,
SYNDROME,Postherpetic Neuralgia,ok,ninguna,,,,,
SYNDROME,Postpartum Thyroiditis,ok,ninguna,,,,,
SYNDROME,Premature Beats,ok,ninguna,,,,,
SYNDROME,Proctalgia Fugax,ok,ninguna,,,,,
SYNDROME,Prolactinoma,ok,ninguna,,,,,
SYNDROME,Prolonged Grieving,ok,ninguna,,,,,
SYNDROME,Prostate Cancer,ok,ninguna,,,,,
SYNDROME,Psychosis,ok,ninguna,,,,,
SYNDROME,Psychosis: Schizophrenia,ok,ninguna,,,,,
SYNDROME,Pulmonary Artery Embolism,revisar,ninguna,,,,,
SYNDROME,Pulmonary Edema,ok,ninguna,,,,,
SYNDROME,Pulmonary Embolism,ok,ninguna,,,,,
SYNDROME,Pulmonary-Renal Syndromes,ok,ninguna,,,,,
SYNDROME,"Purpura, Abdominal Pain",revisar,ninguna,,,,,
SYNDROME,Pyoderma Gangrenosum,ok,ninguna,,,,,
SYNDROME,Quadriparesis,ok,ninguna,,,,,
SYNDROME,Raynaud,ok,ninguna,,,,,
SYNDROME,Raynaud Disease and Phenomenon,ok,ninguna,,,,,
SYNDROME,Raynaud Disease and Phenomenon for,revisar,ninguna,,,,,
SYNDROME,Reactive Arthritis (Reiter Syndrome),ok,ninguna,,,,,
SYNDROME,Recurrent Abdominal,ok,ninguna,,,,,
SYNDROME,Recurrent Abdominal Pain,ok,ninguna,,,,,
SYNDROME,Recurring Inflammation-Relapsing,ok,ninguna,,,,,
SYNDROME,Red Burning,ok,ninguna,,,,,
SYNDROME,Restless Legs Syndrome,ok,ninguna,,,,,
SYNDROME,Restrictive Cardiomyopathy,ok,ninguna,,,,,
SYNDROME,Rhinosinusitis,ok,ninguna,,,,,
SYNDROME,Rickesttsial,ok,ninguna,,,,,
SYNDROME,RLQ Masses,ok,ninguna,,,,,
SYNDROME,Ruptured Ectopic Pregnancy,ok,ninguna,,,,,
SYNDROME,RUQ Mass,ok,ninguna,,,,,
SYNDROME,RUQ Mass for a discussion of renal enlargement,revisar,ninguna,,,,,
SYNDROME,Salivary Calculus-Sialolithiasis,ok,ninguna,,,,,
SYNDROME,Sarcoidosis,ok,ninguna,,,,,
SYNDROME,Sciatica,ok,ninguna,,,,,
SYNDROME,Scleroderma,ok,ninguna,,,,,
SYNDROME,Secondary Generalized Seizure,ok,ninguna,,,,,
SYNDROME,Seizures,ok,ninguna,,,,,
SYNDROME,Septic Shock,ok,ninguna,,,,,
SYNDROME,Serum Sickness,ok,ninguna,,,,,
SYNDROME,Severe Acute Respiratory Syndrome,ok,ninguna,,,,,
SYNDROME,Sexually Transmitted Infections,ok,ninguna,,,,,
SYNDROME,Silent Tympanites without Colic,revisar,ninguna,,,,,
SYNDROME,Sinus Rhythm with Second-Degree,ok,ninguna,,,,,
SYNDROME,Sinusitis and Ocular Palsies,ok,ninguna,,,,,
SYNDROME,Sinusitis and Ocular Palsies-Cavernous Sinus,ok,ninguna,,,,,
SYNDROME,Sinusitis and Ocular Palsies-Cavernous Sinus Thrombosis,ok,ninguna,,,,,
SYNDROME,Six-Dermatome Pain,ok,ninguna,,,,,
SYNDROME,Six-Dermatome Pain with Dysphagia,ok,ninguna,,,,,
SYNDROME,Six-Dermatome Pain-Esophageal,ok,ninguna,,,,,
SYNDROME,Sjögren,ok,ninguna,,,,,
SYNDROME,Sleep-Disordered,ok,ninguna,,,,,
SYNDROME,Solitary Thyroid Nodule,ok,ninguna,,,,,
SYNDROME,Somatoform and Related,ok,ninguna,,,,,
SYNDROME,Spider Bites,ok,ninguna,,,,,
SYNDROME,Spinal Stenosis,ok,ninguna,,,,,
SYNDROME,Spondylitis,ok,ninguna,,,,,
SYNDROME,Spontaneous Esophageal Rupture,ok,ninguna,,,,,
SYNDROME,Strangulated Hernia,ok,ninguna,,,,,
SYNDROME,Subarachnoid Hemorrhage,ok,ninguna,,,,,
SYNDROME,Subdural Hematoma,ok,ninguna,,,,,
SYNDROME,Subphrenic,revisar,ninguna,,,,,
SYNDROME,Subphrenic Diseases,ok,ninguna,,,,,
SYNDROME,Sudden Cardiac,ok,ninguna,,,,,
SYNDROME,Sudden Cardiac Death-Cardiac,ok,ninguna,,,,,
SYNDROME,Sudden Unexplained Death,revisar,ninguna,,,,,
SYNDROME,Sudden Visual Loss,revisar,ninguna,,,,,
SYNDROME,Suicide,ok,ninguna,,,,,
SYNDROME,Suppurative Lymphadenopathy,ok,ninguna,,,,,
SYNDROME,Suppurative Paranasal,ok,ninguna,,,,,
SYNDROME,Suppurative Paranasal Sinusitis,revisar,ninguna,,,,,
SYNDROME,Suprapubic and Pelvic Masses,ok,ninguna,,,,,
SYNDROME,SVC Obstruction-SVC Syndrome,ok,ninguna,,,,,
SYNDROME,Swimmer's Eruption,ok,ninguna,,,,,
SYNDROME,Syndrome-Reflex,ok,ninguna,,,,,
SYNDROME,Syphilis,ok,ninguna,,,,,
SYNDROME,Syringomyelia and Chiari,ok,ninguna,,,,,
SYNDROME,Tension-Type Headache,ok,ninguna,,,,,
SYNDROME,Tetanus,ok,ninguna,,,,,
SYNDROME,Third-Degree (Complete) AV Block,ok,ninguna,,,,,
SYNDROME,Thoracic Outlet Syndromes,ok,ninguna,,,,,
SYNDROME,Thromboangiitis Obliterans,revisar,ninguna,,,,,
SYNDROME,Thromboangiitis Obliterans (Buerger Disease) for further,revisar,ninguna,,,,,
SYNDROME,Thrombocytosis,ok,ninguna,,,,,
SYNDROME,Thrombophilia,ok,ninguna,,,,,
SYNDROME,Thrombosis of the Axillary Vein,ok,ninguna,,,,,
SYNDROME,Thunderclap Headache,ok,ninguna,,,,,
SYNDROME,Thyroiditis,ok,ninguna,,,,,
SYNDROME,TMJ Pain,ok,ninguna,,,,,
SYNDROME,Torticollis (Wryneck),ok,ninguna,,,,,
SYNDROME,Torticollis (Wryneck). for discussion of goiters and thyroid nodules,revisar,ninguna,,,,,
SYNDROME,Tourette Syndrome,ok,ninguna,,,,,
SYNDROME,Toxic Shock Syndrome,ok,ninguna,,,,,
SYNDROME,Tracheal or Bronchial Obstruction,ok,ninguna,,,,,
SYNDROME,Traction,ok,ninguna,,,,,
SYNDROME,Transient Ischemic Attack,ok,ninguna,,,,,
SYNDROME,Transient Weakness of Ocular,ok,ninguna,,,,,
SYNDROME,Transient Weakness of Ocular Muscles,ok,ninguna,,,,,
SYNDROME,Trigeminal Neuralgia-Tic,ok,ninguna,,,,,
SYNDROME,Ulceroglandular Syndromes,ok,ninguna,,,,,
SYNDROME,Umbilical Hernia,ok,ninguna,,,,,
SYNDROME,Urethritis,ok,ninguna,,,,,
SYNDROME,Urinary Incontinence,ok,ninguna,,,,,
SYNDROME,Urinary Retention,ok,ninguna,,,,,
SYNDROME,Urinary Tract Infection,revisar,ninguna,,,,,
SYNDROME,Uroepithelial Cancer,revisar,ninguna,,,,,
SYNDROME,Urolithiasis,ok,ninguna,,,,,
SYNDROME,Uveal Tract Inflammation-Uveitis,ok,ninguna,,,,,
SYNDROME,Valvular Heart Disease,ok,ninguna,,,,,
SYNDROME,Varicose Veins,ok,ninguna,,,,,
SYNDROME,Vascular Disease,ok,ninguna,,,,,
SYNDROME,Vasculitis,ok,ninguna,,,,,
SYNDROME,Venous Stasis,ok,ninguna,,,,,
SYNDROME,Ventricular Fibrillation (VF),ok,ninguna,,,,,
SYNDROME,Ventricular Tachycardia (VT),ok,ninguna,,,,,
SYNDROME,Visceral Enlargement,ok,ninguna,,,,,
SYNDROME,Vitamin D Deficiency,ok,ninguna,,,,,
SYNDROME,Warfarin Skin Necrosis-Protein C,ok,ninguna,,,,,
