tipo,termino,estado,motivo,variantes,n_registros
DISEASE,Acne Vulgaris,ok,,,1
DISEASE,Actinic Keratosis,ok,,,2
DISEASE,Acute Leukemias,ok,,,1
DISEASE,Asteatotic Eczema,ok,,,1
DISEASE,Atopic Dermatitis,ok,,,1
DISEASE,Basal Cell Carcinoma,ok,,,1
DISEASE,Behçet Syndrome,ok,,,1
DISEASE,Bullous,revisar,calificador suelto: falta el sustantivo,,1
DISEASE,Bullous Pemphigoid,ok,,,1
DISEASE,Candidiasis,ok,,,1
DISEASE,Carcinoma of the Male Breast,ok,,,1
DISEASE,Cat-Scratch Disease,ok,,,1
DISEASE,Chronic Localized,ok,,,2
DISEASE,Chronic Localized Cervical,ok,,,1
DISEASE,Chronic Lymphocytic Leukemia,ok,,,3
DISEASE,Chronic Myelogenous Leukemia,ok,,,1
DISEASE,Contact Dermatitis,ok,,,1
DISEASE,Cushing Disease,ok,,,1
DISEASE,Dengue,ok,,,1
DISEASE,Dermatitis Herpetiformis,ok,,,1
DISEASE,Diabetes,ok,,,1
DISEASE,Diabetes Mellitus Type 1,ok,,,1
DISEASE,Diabetes Mellitus Type 2,ok,,,1
DISEASE,Dyshidrotic Eczema,ok,,,1
DISEASE,Eczema-Dermatitis,ok,,,1
DISEASE,Epithelial Carcinoma,ok,,,1
DISEASE,Erysipeloid,ok,,,1
DISEASE,Erythema Migrans-Lyme Disease,ok,,,1
DISEASE,Essential Thrombocytosis,ok,,,1
DISEASE,Facial Pain-Herpes Zoster,ok,,,1
DISEASE,Genital White Patches-Lichen Sclerosis,ok,,,1
DISEASE,Granuloma Annulare,ok,,,1
DISEASE,Graves Disease (Diffuse Toxic Goiter),ok,,,1
DISEASE,Graves' Ophthalmopathy,ok,,,1
DISEASE,Hereditary Epidermolysis Bullosa,ok,,,1
DISEASE,Herpes Simplex,ok,,,1
DISEASE,HIV and AIDS,ok,,,1
DISEASE,HIV Infection,revisar,llevaba otra frase pegada,,2
DISEASE,Hodgkin Disease,ok,,,1
DISEASE,Impetigo,ok,,,1
DISEASE,Irregular Spongy Tumor-Cavernous,ok,,,1
DISEASE,Kaposi Sarcoma (KS),ok,,,1
DISEASE,Keratoacanthoma,ok,,,1
DISEASE,Lichen Planus,ok,,,2
DISEASE,Lung Cancer,ok,,,2
DISEASE,Lyme Disease,revisar,llevaba otra frase pegada,,2
DISEASE,Malaria,ok,,,1
DISEASE,Malignant Hyperthermia,ok,,,1
DISEASE,Malignant Melanoma,ok,,,2
DISEASE,Medullary Carcinoma,ok,,,1
DISEASE,Meningococcemia,ok,,,1
DISEASE,Midline Granuloma,ok,,,1
DISEASE,Multiple Myeloma,revisar,llevaba otra frase pegada,,4
DISEASE,Myelofibrosis (Myeloid Metaplasia),ok,,,1
DISEASE,Neurofibromatosis (NF),ok,,,1
DISEASE,Non-Hodgkin Lymphoma,ok,,,1
DISEASE,Nummular Eczema,ok,,,1
DISEASE,Papular Eczema,ok,,,1
DISEASE,Paroxysmal Nocturnal Hemoglobinuria,ok,,,1
DISEASE,Pediculosis-Lice,ok,,,1
DISEASE,Pemphigus vulgaris,ok,,,1
DISEASE,Pernicious Anemia and Vitamin B12,ok,,,1
DISEASE,Pityriasis Rosea,ok,,,1
DISEASE,Polycythemia Vera,ok,,,1
DISEASE,Porphyrias,ok,,,1
DISEASE,Primary,revisar,calificador suelto: falta el sustantivo,,1
DISEASE,Pseudoxanthoma Elasticum,ok,,,1
DISEASE,Psoriasis,ok,,,1
DISEASE,Punctate Red,ok,,,1
DISEASE,Punctate Red Macules-Hereditary Hemorrhagic,ok,,,2
DISEASE,Rabies,ok,,,1
DISEASE,Rheumatic Fever,ok,,,1
DISEASE,Rocky Mountain Spotted Fever,revisar,cortado: acababa en conector,,2
DISEASE,Rosacea,ok,,,1
DISEASE,Scabies,ok,,,1
DISEASE,Scarlet Fever,ok,,,1
DISEASE,Scurvy,ok,,,1
DISEASE,Scurvy. is a vasculopathy that may be confused with vasculitis,revisar,"parece frase, no título; paréntesis sobrante",,1
DISEASE,Seborrheic Dermatitis,ok,,,1
DISEASE,Sickle Cell Disease,ok,,,1
DISEASE,Sporotrichosis,ok,,,1
DISEASE,Squamous Cell Carcinoma,ok,,,1
DISEASE,Superficial Fungal Infections,ok,,,1
DISEASE,Thrombotic,ok,,,1
DISEASE,Tinea Versicolor (Pityriasis Versicolor),ok,,,1
DISEASE,Tuberculosis,ok,,,1
DISEASE,Tuberous Sclerosis,ok,,,1
DISEASE,Typhoid Fever,ok,,,1
DISEASE,Varicella-Zoster,revisar,llevaba otra frase pegada,,3
DISEASE,Variola-Smallpox,ok,,,1
DISEASE,Verrucous Papules-Warts,ok,,,1
DISEASE,von Willebrand Disease,ok,,,1
DISEASE,Waldenström Macroglobulinemia,ok,,,1
DISEASE,Wegener's Granulomatosis,ok,,,1
DISEASE,ẞ-Thalassemia Major,ok,,,1
DISEASE,ẞ-Thalassemia Minor,ok,,,1
SIGN,Abdominal Bruits,ok,,,1
SIGN,Abdominal Pain with Percussion,ok,,,1
SIGN,Abdominal Pain with Percussion and suggests the presence of peritoneal,revisar,"parece frase, no título; paréntesis sobrante",,1
SIGN,Abdominal Wall Mass-Nodular Umbilicus,ok,,,1
SIGN,Abnormal,revisar,calificador suelto: falta el sustantivo,,1
SIGN,Abnormal Balance,revisar,llevaba otra frase pegada,,1
SIGN,Abnormal Corneal Reflex,ok,,,1
SIGN,Abnormal Hearing-Auditory Nerve,revisar,paréntesis sin cerrar,,1
SIGN,Abnormal Nail,ok,,,1
SIGN,Abnormal Pain Sensation,ok,,,1
SIGN,Abnormal Pupils,ok,,,1
SIGN,"Abnormal Pupils, Facial Nerve Signs",ok,,,1
SIGN,Abnormal Sonorous Percussion,ok,,,1
SIGN,Abnormalities of Gaze,revisar,llevaba otra frase pegada,,1
SIGN,Abnormalities of the Thoracic Spine,ok,,,1
SIGN,Abscess of the Greater Vestibular Gland,ok,,,1
SIGN,"Absent Pulses, Pulseless Disease",ok,,,1
SIGN,Acanthosis Nigricans,ok,,,1
SIGN,Accelerated Linear Growth,ok,,,1
SIGN,Acquired Diffuse Brown Skin-Melanism,ok,,,1
SIGN,Acquired Diffuse Yellow Skin,ok,,,2
SIGN,Acquired Nasal Deformities,ok,,,1
SIGN,Actinic Keratoses,ok,,,1
SIGN,Actinic Keratosis,ok,,,1
SIGN,Acute Cervical,ok,,,1
SIGN,Acute Pain with Skin Pallor and Coolness,ok,,,1
SIGN,Acute Pericarditis,ok,,,2
SIGN,Acute Urethritis,ok,,,2
SIGN,Adnexal,ok,,,1
SIGN,Adnexal Mass-Pelvic Inflammatory Disease,revisar,paréntesis sin cerrar,,2
SIGN,Adnexal Tenderness,ok,,,1
SIGN,Alopecia,ok,,,1
SIGN,Altered Normal Reflexes,ok,,,1
SIGN,Ambiguous Genitalia-Intersexuality,ok,,,1
SIGN,Amnesia,ok,,,1
SIGN,Amphoric Breathing,ok,,,1
SIGN,Anal Stricture,ok,,,1
SIGN,Angioedema,ok,,,1
SIGN,Anosmia,ok,,,3
SIGN,Anosmia-Olfactory Nerve (CN I),ok,,,1
SIGN,Anterior Knee Pain,ok,,,1
SIGN,Anuria and Oliguria,ok,,,1
SIGN,Aortic Insufficiency,revisar,paréntesis sin cerrar,,1
SIGN,Aortic Valve Sclerosis,ok,,,1
SIGN,Aphthous Ulcer (Canker Sore),ok,,,1
SIGN,Apical Impulse,ok,,,1
SIGN,Arcus Senilis,ok,,,1
SIGN,Argyll Robertson Pupil,ok,,,1
SIGN,Arterial Murmur or Bruit,ok,,,1
SIGN,Arterial Occlusion,ok,,,1
SIGN,Arteriolar Sclerosis,ok,,,1
SIGN,Ascites,revisar,llevaba otra frase pegada,,4
SIGN,Asterixis,ok,,,1
SIGN,Atheroembolic Disease,ok,,,1
SIGN,Austin Flint Murmur,ok,,,1
SIGN,Basal Systolic Murmurs-Benign Murmurs,ok,,,1
SIGN,Behçet's Syndrome,ok,,,1
SIGN,Bigeminy (Coupled Rhythm),ok,,,1
SIGN,Bilateral Visual Field Defects-Hemianopsia,ok,,,1
SIGN,Bladder/Bowel Function,ok,,,1
SIGN,Bleeding Gums,ok,,,1
SIGN,Blood Pressure Regulation,ok,,,2
SIGN,Bloody Sputum: Hemoptysis,ok,,,1
SIGN,Blue-Grey Color,ok,,,1
SIGN,Bounding or Collapsing Pulse,revisar,paréntesis sin cerrar,,1
SIGN,Breast Masses,ok,,,1
SIGN,Breast Tenderness,ok,,,1
SIGN,Breast Tenderness for a discussion of common breast masses,revisar,"parece frase, no título",,1
SIGN,Breath Odor,ok,,,1
SIGN,Bronchial Breathing (Tubular Breathing),ok,,,1
SIGN,Bronchovesicular Breathing,ok,,,1
SIGN,Buccal,ok,,,1
SIGN,Buccal Pigmentation-Addison Disease,ok,,,1
SIGN,Bulimia,ok,,,1
SIGN,Cancer Chemotherapy-Mucositis,ok,,,1
SIGN,"Cannon ""a"" Waves-AV Asynchrony",ok,,,1
SIGN,Carbuncle,ok,,,1
SIGN,Carcinoma,ok,,,2
SIGN,Carcinoma of the Lip,ok,,,1
SIGN,Carcinoma of the Penis,ok,,,1
SIGN,Carotenemia,ok,,,1
SIGN,Cataract,ok,,,1
SIGN,Catatonia,ok,,,1
SIGN,Cerebrospinal Rhinorrhea,ok,,,1
SIGN,Cerumen Impaction,ok,,,1
SIGN,Cheilosis (Angular Stomatitis),ok,,,1
SIGN,Chest,revisar,cortado: acababa en conector,,1
SIGN,Chest and Respiratory Pain,revisar,cortado: acababa en conector,,1
SIGN,Chest and Respiratory Pain with Tenderness,ok,,,1
SIGN,Chest Pain with Dysesthesia-Herpes,ok,,,1
SIGN,Cicatricial Pemphigoid,ok,,,1
SIGN,Clubbing of the Fingers,ok,,,1
SIGN,Coarctation of Aorta,ok,,,1
SIGN,Coarctation of the Aorta,revisar,cortado: acababa en conector,,2
SIGN,Coccygeal Sinus (Pilonidal Sinus),revisar,llevaba otra frase pegada; paréntesis sobrante,Coccygeal Sinus (Pilonidal Sinus,2
SIGN,Comitant Strabismus,ok,,,1
SIGN,Conduction,ok,,,1
SIGN,Conductive,ok,,,1
SIGN,Condyloma Acuminatum,revisar,paréntesis sin cerrar,,1
SIGN,Condyloma Latum,ok,,,1
SIGN,Conjugate Failure of Lateral Gaze,ok,,,1
SIGN,Conjugate Failure of Vertical Gaze,ok,,,1
SIGN,Conjunctival Edema-Chemosis,ok,,,1
SIGN,Conjunctival Injection,ok,,,1
SIGN,Conjunctivitis,ok,,,1
SIGN,Continuous Murmur,ok,,,1
SIGN,Costovertebral Tenderness,ok,,,1
SIGN,"Coupled Rhythm: Bigeminy, Trigeminy",ok,,,1
SIGN,Crackles (Rales),ok,,,1
SIGN,Crepitus,ok,,,1
SIGN,Cutaneous Hyperesthesia and Allodynia,ok,,,1
SIGN,Cutaneous Scars and Striae,ok,,,1
SIGN,Cyanosis,ok,,,3
SIGN,Cysts,ok,,,1
SIGN,Dacryoadenitis,ok,,,1
SIGN,Dacryocystitis,ok,,,1
SIGN,Decreased or Absent Peristaltic Sounds,ok,,,1
SIGN,Decreased Respiratory Rate-Bradypnea,ok,,,1
SIGN,Decreased Skin Elasticity,ok,,,1
SIGN,Decreased Skin Turgor-Extracellular Fluid,ok,,,1
SIGN,Deep Breathing-Hyperpnea,revisar,paréntesis sin cerrar,,1
SIGN,Deficits of Arm Abduction,ok,,,1
SIGN,Deformed Foot,ok,,,1
SIGN,Deformity of the Second to Fifth Toes,ok,,,1
SIGN,Dental Ulcer,ok,,,1
SIGN,Dependent Rubor and Coldness-Chronic,ok,,,1
SIGN,Depressed Abdomen-Scaphoid Abdomen,ok,,,1
SIGN,Dermatitis,ok,,,1
SIGN,Dermatofibroma,ok,,,1
SIGN,Dermatographia,ok,,,1
SIGN,Deviated Septum,ok,,,1
SIGN,Diastolic Snap-Mitral Opening Snap,ok,,,1
SIGN,Diastolic Sound-Pericardial Knock,ok,,,1
SIGN,Digital Infection,ok,,,1
SIGN,Diminished Local Excursion of the Thorax,ok,,,1
SIGN,Diminished or Absent Vocal Fremitus,ok,,,1
SIGN,Diminished Venous Pressure,ok,,,1
SIGN,Direct Tenderness,ok,,,1
SIGN,Discharge from the Ear-Otorrhea,ok,,,1
SIGN,Discharge-Endocervicitis,ok,,,1
SIGN,Discolored Urine,ok,,,3
SIGN,Discolored Urine and The Elbow and Fig,ok,,,1
SIGN,"Disk Edema-Papillitis, Optic Neuritis",ok,,,1
SIGN,Disk Pallor-Optic Atrophy,ok,,,1
SIGN,Disorders of Speech,revisar,llevaba otra frase pegada,,2
SIGN,Distended Abdomen,ok,,,1
SIGN,Dry Mouth-Xerostomia,ok,,,1
SIGN,Dry Skin-Xerosis and Anhydrosis,ok,,,1
SIGN,Dry Tongue with Longitudinal Furrows,ok,,,1
SIGN,Dullness,revisar,cortado: acababa en conector,,2
SIGN,Dullness and Diminished Vibrations,ok,,,2
SIGN,Dullness and Diminished Vibrations-Pleural Fluid,revisar,llevaba otra frase pegada,,2
SIGN,Dullness with Accentuated,ok,,,1
SIGN,Dullness with Accentuated Vibration,ok,,,3
SIGN,Dullness with Accentuated Vibration-Pneumonia with Small,ok,,,1
SIGN,Dupuytren Contracture (Palmar Fibrosis),ok,,,1
SIGN,Dysarthria,ok,,,1
SIGN,Dysdiadochokinesis,ok,,,1
SIGN,Dyskinesia,ok,,,1
SIGN,Dysphagia-Glossopharyngeal (CN IX),ok,,,1
SIGN,Dyspnea (Shortness of Breath),ok,,,1
SIGN,Dyssynergia and Dysmetria,ok,,,1
SIGN,Earlobe Crease,ok,,,1
SIGN,Earlobe Nodule: Gouty Tophus,ok,,,1
SIGN,Ecchymoses on Abdomen and Flanks,revisar,paréntesis sin cerrar,,1
SIGN,Edema,ok,,,1
SIGN,Elbow Pain,ok,,,1
SIGN,Elevated Central Venous Pressure (CVP),ok,,,1
SIGN,Engorged Veins,ok,,,1
SIGN,Enlarged Adult Skull-Paget Disease,ok,,,1
SIGN,Enlarged Area of Cardiac Dullness,ok,,,1
SIGN,Enlarged Delphian Lymph Nodes,ok,,,1
SIGN,Enlarged Salivary Glands,ok,,,1
SIGN,Enophthalmos,ok,,,1
SIGN,Epicanthal Fold-Down Syndrome,ok,,,1
SIGN,Epistaxis (Nosebleed),ok,,,1
SIGN,Erythema,ok,,,1
SIGN,Exophthalmos (Ocular Proptosis),ok,,,1
SIGN,External Hordeolum (Sty),ok,,,1
SIGN,External Otitis,ok,,,1
SIGN,Facial Weakness and Paralysis,ok,,,1
SIGN,Failure of Convergence,ok,,,1
SIGN,Failure of Lid Closure-Paralysis,revisar,cortado: acababa en conector,,1
SIGN,Failure of Lid Opening-Ptosis of the Lid,ok,,,1
SIGN,Fasciculation,ok,,Fasciculations,2
SIGN,Fecal Impaction,ok,,,1
SIGN,Femoral Nerve Sign,ok,,,1
SIGN,Finger Deformity,ok,,,1
SIGN,Finger Swelling,ok,,,1
SIGN,Fingernail Signs,ok,,,1
SIGN,First and Second Heart Sounds,ok,,,1
SIGN,First Heart Sound-Onset of Ventricular,ok,,,1
SIGN,Fissure in Ano,ok,,,1
SIGN,Fistula in Ano,ok,,,1
SIGN,Fixation of the Trachea,ok,,,1
SIGN,Fluctuant Scalp Masses-Hematoma,ok,,,1
SIGN,Forearm Deformity,ok,,,1
SIGN,Forearm Pain and Weakness-Flexor,ok,,,1
SIGN,Frothy Sputum-Pulmonary Edema,ok,,,1
SIGN,Gait Ataxia,ok,,,1
SIGN,Gangrene,ok,,,1
SIGN,Generalized Erythroderma,ok,,,1
SIGN,Generalized Lymphadenopathy,ok,,,1
SIGN,Generalized Penile Swelling,ok,,,1
SIGN,Genital Lesion with Satellite Nodes,ok,,,1
SIGN,Genital Ulcer,ok,,,2
SIGN,"Giant ""a"" Waves-Tricuspid Stenosis",ok,,,1
SIGN,Gingival Hyperplasia,ok,,,1
SIGN,Glans-Balanitis,ok,,,1
SIGN,Glaucoma,ok,,,1
SIGN,Graying of the Hair,ok,,,1
SIGN,Grouped Beats and Dropped Beats,ok,,,1
SIGN,Hairy Leukoplakia,ok,,,1
SIGN,Hand Infections,ok,,,1
SIGN,Hard Corn,ok,,,1
SIGN,Heart Murmurs,ok,,,1
SIGN,Hematoma,ok,,,1
SIGN,Hemoptysis,ok,,,1
SIGN,Hemorrhoids,ok,,,1
SIGN,Hepatojugular Reflux and Kussmaul Sign,ok,,,1
SIGN,Hiccup,ok,,,1
SIGN,Hirsutism and Hypertrichosis,ok,,,2
SIGN,Hoarseness,ok,,,1
SIGN,Hoarseness-Vagus Nerve (CN X),ok,,,1
SIGN,Horner's Syndrome,ok,,,1
SIGN,Human Papilloma Virus-Warts,ok,,,1
SIGN,Hydropneumothorax,ok,,,1
SIGN,Hyperemia of the Globe and Ciliary Flush,ok,,,1
SIGN,Hyperemic Conjunctiva with Calcification,ok,,,1
SIGN,Hyperpigmentation,ok,,,1
SIGN,Hypertensive Retinopathy,ok,,,1
SIGN,Hyperthermia,ok,,,1
SIGN,Hyperthyroidism,ok,,,1
SIGN,Hypertonia,ok,,,1
SIGN,Hypertrophic Obstructive Cardiomyopathy,ok,,,1
SIGN,Hypertrophic scars and keloids,ok,,,1
SIGN,Hypopigmentation and Depigmentation,ok,,,1
SIGN,Hypopyon,ok,,,1
SIGN,Hypothenar Wasting,ok,,,1
SIGN,Hypothyroidism,ok,,,1
SIGN,Hypotonia,ok,,,1
SIGN,Inability to Close the Jaw-TMJ Dislocation,ok,,,1
SIGN,Increased Cup-to-Disk Ratio-Glaucoma,ok,,,1
SIGN,Increased Joint Mobility,ok,,,1
SIGN,Increased Peristaltic Sounds,ok,,,1
SIGN,Increased Respiratory Rate-Tachypnea,ok,,,1
SIGN,Increased Vocal Fremitus,ok,,,1
SIGN,Inequality of BP in Arms,ok,,,1
SIGN,Inequality of Pulses,ok,,,1
SIGN,Infectious Spondylitis,ok,,,1
SIGN,Inoculation,ok,,,1
SIGN,Inspiratory Convergence of Costal Margins,ok,,,1
SIGN,Inspiratory Retraction of Interspaces,ok,,,1
SIGN,Instability of Station,ok,,,2
SIGN,Internal Hordeolum and Meibomian Cyst,ok,,,1
SIGN,Internuclear,revisar,calificador suelto: falta el sustantivo,,1
SIGN,Internuclear Ophthalmoplegia,ok,,,1
SIGN,Interosseous Wasting,ok,,,1
SIGN,Intertrigo,ok,,,1
SIGN,Intradermal Hemorrhage,ok,,,2
SIGN,Intraocular Pressure Changes,ok,,,1
SIGN,Ischial Tuberosity Pain and Ischiogluteal,ok,,,1
SIGN,Jaundice,ok,,,2
SIGN,"Jaundice (Icterus, Bilirubinemia)",ok,,,1
SIGN,"Jaundice, conjugated bilirubin infiltrates all",revisar,"parece frase, no título; paréntesis sobrante",,1
SIGN,Jaw Weakness and Spasm,ok,,,1
SIGN,Kayser-Fleischer Ring-Wilson Disease,ok,,,1
SIGN,Knee Pain and Recurrent Locking-Loose,ok,,,1
SIGN,Knee Swelling,ok,,,1
SIGN,Koplik Spots (Measles),ok,,,1
SIGN,Labial,ok,,,1
SIGN,Labial Vesicles-Herpes Simplex,revisar,paréntesis sin cerrar,,1
SIGN,Lacrimation,ok,,,1
SIGN,"Large ""v"" Waves in the Venous Pulse-TR",revisar,cortado: acababa en conector; llevaba otra frase pegada,,4
SIGN,Large Hands,revisar,llevaba otra frase pegada; paréntesis sobrante,,2
SIGN,Laryngeal Edema,ok,,,1
SIGN,Laryngeal Neoplasm,ok,,,1
SIGN,Lateral Cervical Masses,ok,,,1
SIGN,Lateral Deviation of the Great Toe-Hallux,ok,,,1
SIGN,Lateral Deviations of the Trachea,ok,,,1
SIGN,Lens Subluxation and Dislocation,ok,,,1
SIGN,Leukoplakia,revisar,llevaba otra frase pegada,,5
SIGN,Lichen Planus,ok,,,1
SIGN,Lichen Simplex Chronicus,ok,,,1
SIGN,Lid Edema,ok,,,1
SIGN,Lid Eversion-Ectropion,ok,,,1
SIGN,Lid Hemorrhage,ok,,,1
SIGN,Lid Inversion-Entropion,ok,,,1
SIGN,Lid Lag-Hyperthyroidism,ok,,,1
SIGN,Lid Scaling and Redness-Blepharitis,ok,,,1
SIGN,Limited Jaw Opening-Trismus,ok,,,2
SIGN,Limited Lingual Protrusion-Carcinoma,ok,,,1
SIGN,Lingual,ok,,,1
SIGN,Lip Chancre,ok,,,1
SIGN,Localized Bulging of the Thorax During,ok,,,1
SIGN,Localized Thickening of Palmar Fascia,ok,,,1
SIGN,"Long, Slender Hands-Spider Fingers",ok,,,1
SIGN,Loss,revisar,cortado: acababa en conector,,1
SIGN,Loss of Height,ok,,,1
SIGN,Loss of Position and Vibration Sense,ok,,,1
SIGN,Lost Associated Movements (Synkinesia),ok,,,1
SIGN,Low Back Pain with Spinal Indentation,ok,,,1
SIGN,Lusterless Cornea-Superficial Keratitis,ok,,,1
SIGN,Lymphadenopathy,ok,,,1
SIGN,Maldescended Testis-Cryptorchidism,ok,,,1
SIGN,Malignant Melanoma,ok,,,1
SIGN,Mass in the Femoral Triangle,ok,,,1
SIGN,Mastoid Pain and Tenderness-Mastoiditis,ok,,,1
SIGN,Meatal Stricture,ok,,,1
SIGN,Medial Knee Pain-Anserine Bursitis,ok,,,1
SIGN,Median,ok,,,1
SIGN,Median Nerve Paralysis-Incomplete Flexion of Thumb,revisar,cortado: acababa en conector,,2
SIGN,Mediastinal Crunch (Hamman Sign),ok,,,1
SIGN,Meningitis,ok,,,1
SIGN,Metatarsal Pain,ok,,,1
SIGN,Mid or Late Systolic Click-Mitral Valve,ok,,,1
SIGN,Midline Cervical Mass-Thyroglossal Cysts,ok,,,1
SIGN,Mitral Regurgitation (MR),ok,,,1
SIGN,Mitral Stenosis,ok,,,1
SIGN,Mitral Valve Prolapse-Midsystolic Click,revisar,cortado: acababa en conector,,1
SIGN,Monocular Field Defects-Optic Nerve,revisar,cortado: acababa en conector,,1
SIGN,Mucous Patches (Condyloma Latum),ok,,,1
SIGN,Muscle Contracture,ok,,,1
SIGN,Muscle Cramps-Dystonias,ok,,,1
SIGN,Muscle Hypertrophy,ok,,,1
SIGN,Muscle Masses,ok,,,1
SIGN,Muscle Tenderness,ok,,,1
SIGN,Muscular Wasting,ok,,,1
SIGN,Myelinated Nerve Fibers,ok,,,1
SIGN,Myoclonus,ok,,,1
SIGN,Myotonia,ok,,,1
SIGN,Nail Pitting,ok,,,1
SIGN,Narrowed Pulse Pressure,ok,,,1
SIGN,Nasal Discharge-Acute Suppurative,ok,,,1
SIGN,Nasal Discharge-Chronic Suppurative,ok,,,1
SIGN,Nasal Polyps,ok,,,1
SIGN,Neck Pain,ok,,,1
SIGN,Necrotizing Ulcerative Stomatitis,revisar,paréntesis sin cerrar,,1
SIGN,Nevi-Moles,ok,,,1
SIGN,Nipple Discharge,revisar,llevaba otra frase pegada; paréntesis sobrante,,2
SIGN,Nodular Vessels-Polyarteritis Nodosa,ok,,,1
SIGN,Nodules in Finger Pads,ok,,,1
SIGN,Noisy Joints,ok,,,1
SIGN,Non-tender Intra-scrotal Swelling,ok,,,1
SIGN,Non-tender Prostate Enlargement,ok,,,1
SIGN,Nontender Testicular Swelling-Neoplasm,ok,,,1
SIGN,Normal and Abnormal Hand Posture,ok,,,1
SIGN,Normal Arterial Pulse,ok,,,1
SIGN,Normal Breath Sounds-Vesicular Breathing,ok,,,1
SIGN,Normal Dullness in the Lateral Decubitus,ok,,,1
SIGN,Normal Pupillary Reaction,ok,,,1
SIGN,Normally Colored Stools with Positive,ok,,,1
SIGN,Notched Teeth-Hutchinson Teeth,ok,,,1
SIGN,Nystagmus,ok,,,1
SIGN,"Oral Vesicles, Blisters and Ulcers",ok,,,1
SIGN,Orthostatic (Postural) Hypotension,ok,,,1
SIGN,Orthostatic Tachycardia,ok,,,1
SIGN,Ovarian Cyst,ok,,,1
SIGN,Ovarian Mass,ok,,,1
SIGN,Pain and Limping-Chronic Hip Dislocation,ok,,,1
SIGN,Pain in the Heel,ok,,,1
SIGN,Pain in the Hip,ok,,,1
SIGN,Pain in the Upper Arm,ok,,,1
SIGN,Pain in Ulnar Side of Hand-Ulnar Tunnel,ok,,,1
SIGN,Painful Nodules in Shoulder Muscles,ok,,,1
SIGN,Painful Palmar Swelling-Fracture of,revisar,cortado: acababa en conector,,1
SIGN,Painful Swelling of,revisar,cortado: acababa en conector,,1
SIGN,"Painless Limping-Osteonecrosis, Aseptic",ok,,,1
SIGN,Painless Nodules Near Joints or Tendons,ok,,,1
SIGN,Painless Nodules on the Interphalangeal,ok,,,1
SIGN,Painless Unilateral Knee Deformity,ok,,,1
SIGN,Pallor,revisar,cortado: acababa en conector,,4
SIGN,"Pallor, but this blanches with pressure",revisar,"parece frase, no título; paréntesis sobrante",,1
SIGN,Palmar Erythema,ok,,,1
SIGN,Palpable Pleural Friction Rub,ok,,,1
SIGN,Palpable Purpura-Vasculitis,ok,,,1
SIGN,Papilledema,ok,,,1
SIGN,Parotid Tumors,ok,,,1
SIGN,Patent Ductus Arteriosus,ok,,,1
SIGN,Pelvic Floor Relaxation,ok,,,1
SIGN,Perforated Septum,ok,,,1
SIGN,Perforated TM,ok,,,1
SIGN,Pericardial Friction Rub,ok,,,1
SIGN,Periodic,ok,,,1
SIGN,Periodontitis,ok,,,1
SIGN,Periorbital Masses-Mucocele and Pyocele,ok,,,1
SIGN,Peritoneal Friction Rub,ok,,,1
SIGN,Physiologic Elevated Temperature-Fever,ok,,,1
SIGN,Pinna Neoplasms,ok,,,1
SIGN,Plantar Wart (Verruca Pedis or Plantaris),ok,,,1
SIGN,Plastic Induration of the Penis,revisar,paréntesis sin cerrar,,1
SIGN,Plateau Pulse (Pulsus Tardus),ok,,,1
SIGN,Positive Past Pointing Test,ok,,,1
SIGN,Postcardiotomy Syndrome,ok,,,1
SIGN,Posterior Lingual Mass-Lingual Thyroid,revisar,paréntesis sobrante,,2
SIGN,Posttraumatic Ankle Pain,ok,,,1
SIGN,Posttraumatic Calf Pain,ok,,,1
SIGN,Posttraumatic Elbow Pain,ok,,,1
SIGN,Posttraumatic Hip Pain,ok,,,1
SIGN,Posttraumatic Knee Pain,ok,,,1
SIGN,Posttraumatic Leg and Calf Pain,ok,,,1
SIGN,Posttraumatic Mid-Back Pain,ok,,,1
SIGN,Posttraumatic Neck Pain,ok,,,1
SIGN,Posttraumatic Patellar Pain,ok,,,1
SIGN,Prepuce-Phimosis,ok,,,1
SIGN,Priapism,ok,,,1
SIGN,Pseudopapilledema-Drusen Bodies,ok,,,1
SIGN,Pterygium,ok,,,1
SIGN,Pulmonic Regurgitation,ok,,,2
SIGN,Pulseless Femoral,ok,,,1
SIGN,Pulsus Alternans,ok,,,1
SIGN,Pulsus Paradoxus,ok,,,1
SIGN,Purulent Sputum,ok,,,1
SIGN,Radial,revisar,calificador suelto: falta el sustantivo,,1
SIGN,Rebound Tenderness (Blumberg Sign),ok,,,1
SIGN,Rectal Prolapse,ok,,,1
SIGN,Red or Bulging,ok,,,1
SIGN,Red or Bulging TM,revisar,paréntesis sobrante,,5
SIGN,Red Sclera-Scleritis and Episcleritis,ok,,,1
SIGN,Relative Afferent Pupillary Defect,revisar,paréntesis sin cerrar,,2
SIGN,Relaxed Sphincter-Lacerated Anal Muscles,ok,,,1
SIGN,Resistance to Palpation-Abdominal Masses,ok,,,1
SIGN,Resistance to Palpation-Involuntary,ok,,,1
SIGN,Resistance to Palpation-Voluntary Rigidity,ok,,,1
SIGN,Resonance,revisar,cortado: acababa en conector,,1
SIGN,Resonance or Hyperresonance-Closed,ok,,,1
SIGN,Resonance or Hyperresonance-Closed Pneumothorax,revisar,llevaba otra frase pegada,,2
SIGN,Resonance or Hyperresonance-Open,ok,,,1
SIGN,Resonance or Hyperresonance-Tension,ok,,,1
SIGN,Restriction of All Shoulder Motions,ok,,,1
